[Epoch    5] 🔧 LR: 0.010000 | AvgLoss: 1.1217 | Train Acc: 34.85%
[Epoch   10] 🔧 LR: 0.010000 | AvgLoss: 1.0350 | Train Acc: 43.94%
[Epoch   15] 🔧 LR: 0.010000 | AvgLoss: 1.0566 | Train Acc: 40.61%
[Epoch   20] 🔧 LR: 0.010000 | AvgLoss: 1.0192 | Train Acc: 45.76%
[Epoch   25] 🔧 LR: 0.010000 | AvgLoss: 1.0207 | Train Acc: 45.76%
[Epoch   30] 🔧 LR: 0.010000 | AvgLoss: 0.9936 | Train Acc: 45.76%
[Epoch   35] 🔧 LR: 0.010000 | AvgLoss: 0.9991 | Train Acc: 46.67%
[Epoch   40] 🔧 LR: 0.010000 | AvgLoss: 0.9845 | Train Acc: 48.18%
[Epoch   45] 🔧 LR: 0.010000 | AvgLoss: 0.9891 | Train Acc: 47.88%
[Epoch   50] 🔧 LR: 0.010000 | AvgLoss: 0.9695 | Train Acc: 50.00%
[Epoch   55] 🔧 LR: 0.010000 | AvgLoss: 0.9264 | Train Acc: 51.82%
[Epoch   60] 🔧 LR: 0.010000 | AvgLoss: 0.9670 | Train Acc: 45.76%
[Epoch   65] 🔧 LR: 0.010000 | AvgLoss: 0.9845 | Train Acc: 47.58%
[Epoch   70] 🔧 LR: 0.010000 | AvgLoss: 0.9402 | Train Acc: 54.85%
[Epoch   75] 🔧 LR: 0.010000 | AvgLoss: 0.8934 | Train Acc: 53.64%
[Epoch   80] 🔧 LR: 0.010000 | AvgLoss: 0.9245 | Train Acc: 54.85%
[Epoch   85] 🔧 LR: 0.010000 | AvgLoss: 0.9246 | Train Acc: 53.03%
[Epoch   90] 🔧 LR: 0.010000 | AvgLoss: 0.8911 | Train Acc: 56.06%
[Epoch   95] 🔧 LR: 0.010000 | AvgLoss: 0.9344 | Train Acc: 54.85%
[Epoch  100] 🔧 LR: 0.010000 | AvgLoss: 0.8937 | Train Acc: 55.15%
[Epoch  105] 🔧 LR: 0.010000 | AvgLoss: 0.8948 | Train Acc: 56.97%
[Epoch  110] 🔧 LR: 0.010000 | AvgLoss: 0.8356 | Train Acc: 59.39%
[Epoch  115] 🔧 LR: 0.010000 | AvgLoss: 0.8533 | Train Acc: 59.70%
[Epoch  120] 🔧 LR: 0.010000 | AvgLoss: 0.9034 | Train Acc: 54.85%
[Epoch  125] 🔧 LR: 0.010000 | AvgLoss: 0.8425 | Train Acc: 60.00%
[Epoch  130] 🔧 LR: 0.010000 | AvgLoss: 0.8655 | Train Acc: 59.70%
[Epoch  135] 🔧 LR: 0.010000 | AvgLoss: 0.8312 | Train Acc: 62.42%
[Epoch  140] 🔧 LR: 0.010000 | AvgLoss: 0.8102 | Train Acc: 64.55%
[Epoch  145] 🔧 LR: 0.010000 | AvgLoss: 0.8233 | Train Acc: 57.27%
[Epoch  150] 🔧 LR: 0.010000 | AvgLoss: 0.7724 | Train Acc: 63.64%
[Epoch  155] 🔧 LR: 0.010000 | AvgLoss: 0.8001 | Train Acc: 64.24%
[Epoch  160] 🔧 LR: 0.010000 | AvgLoss: 0.7479 | Train Acc: 64.85%
[Epoch  165] 🔧 LR: 0.010000 | AvgLoss: 0.7810 | Train Acc: 63.94%
[Epoch  170] 🔧 LR: 0.010000 | AvgLoss: 0.8436 | Train Acc: 57.58%
[Epoch  175] 🔧 LR: 0.010000 | AvgLoss: 0.7515 | Train Acc: 63.33%
[Epoch  180] 🔧 LR: 0.010000 | AvgLoss: 0.8479 | Train Acc: 59.09%
[Epoch  185] 🔧 LR: 0.010000 | AvgLoss: 0.7882 | Train Acc: 64.24%
[Epoch  190] 🔧 LR: 0.010000 | AvgLoss: 0.7678 | Train Acc: 64.85%
[Epoch  195] 🔧 LR: 0.010000 | AvgLoss: 0.7604 | Train Acc: 64.24%
[Epoch  200] 🔧 LR: 0.010000 | AvgLoss: 0.7766 | Train Acc: 66.06%
[Epoch  205] 🔧 LR: 0.010000 | AvgLoss: 0.8053 | Train Acc: 66.67%
[Epoch  210] 🔧 LR: 0.010000 | AvgLoss: 0.7830 | Train Acc: 63.03%
[Epoch  215] 🔧 LR: 0.010000 | AvgLoss: 0.7560 | Train Acc: 66.06%
[Epoch  220] 🔧 LR: 0.010000 | AvgLoss: 0.7427 | Train Acc: 63.03%
[Epoch  225] 🔧 LR: 0.010000 | AvgLoss: 0.6673 | Train Acc: 68.79%
[Epoch  230] 🔧 LR: 0.010000 | AvgLoss: 0.6657 | Train Acc: 68.79%
[Epoch  235] 🔧 LR: 0.010000 | AvgLoss: 0.6871 | Train Acc: 68.18%
[Epoch  240] 🔧 LR: 0.010000 | AvgLoss: 0.7602 | Train Acc: 64.85%
[Epoch  245] 🔧 LR: 0.010000 | AvgLoss: 0.6656 | Train Acc: 71.52%
[Epoch  250] 🔧 LR: 0.010000 | AvgLoss: 0.7450 | Train Acc: 68.79%
[Epoch  255] 🔧 LR: 0.010000 | AvgLoss: 0.6455 | Train Acc: 68.18%
[Epoch  260] 🔧 LR: 0.010000 | AvgLoss: 0.6132 | Train Acc: 74.55%
[Epoch  265] 🔧 LR: 0.010000 | AvgLoss: 0.6521 | Train Acc: 71.21%
[Epoch  270] 🔧 LR: 0.010000 | AvgLoss: 0.6576 | Train Acc: 71.21%
[Epoch  275] 🔧 LR: 0.010000 | AvgLoss: 0.6294 | Train Acc: 74.85%
[Epoch  280] 🔧 LR: 0.010000 | AvgLoss: 0.5356 | Train Acc: 78.48%
[Epoch  285] 🔧 LR: 0.010000 | AvgLoss: 0.6831 | Train Acc: 71.52%
[Epoch  290] 🔧 LR: 0.010000 | AvgLoss: 0.5290 | Train Acc: 79.09%
[Epoch  295] 🔧 LR: 0.010000 | AvgLoss: 0.5349 | Train Acc: 74.85%
[Epoch  300] 🔧 LR: 0.010000 | AvgLoss: 0.6693 | Train Acc: 72.42%
[Epoch  305] 🔧 LR: 0.010000 | AvgLoss: 0.5819 | Train Acc: 73.33%
[Epoch  310] 🔧 LR: 0.010000 | AvgLoss: 0.6121 | Train Acc: 70.00%
[Epoch  315] 🔧 LR: 0.010000 | AvgLoss: 0.5366 | Train Acc: 81.52%
[Epoch  320] 🔧 LR: 0.010000 | AvgLoss: 0.5249 | Train Acc: 79.39%
[Epoch  325] 🔧 LR: 0.010000 | AvgLoss: 0.6697 | Train Acc: 72.42%
[Epoch  330] 🔧 LR: 0.010000 | AvgLoss: 0.6033 | Train Acc: 78.48%
[Epoch  335] 🔧 LR: 0.010000 | AvgLoss: 0.5962 | Train Acc: 77.27%
[Epoch  340] 🔧 LR: 0.010000 | AvgLoss: 0.5925 | Train Acc: 75.76%
[Epoch  345] 🔧 LR: 0.010000 | AvgLoss: 0.7159 | Train Acc: 68.48%
[Epoch  350] 🔧 LR: 0.010000 | AvgLoss: 0.6214 | Train Acc: 71.21%
[Epoch  355] 🔧 LR: 0.010000 | AvgLoss: 0.5857 | Train Acc: 76.97%
[Epoch  360] 🔧 LR: 0.010000 | AvgLoss: 0.5606 | Train Acc: 74.55%
[Epoch  365] 🔧 LR: 0.010000 | AvgLoss: 0.5589 | Train Acc: 74.24%
[Epoch  370] 🔧 LR: 0.010000 | AvgLoss: 0.5650 | Train Acc: 76.97%
[Epoch  375] 🔧 LR: 0.010000 | AvgLoss: 0.6038 | Train Acc: 74.55%
[Epoch  380] 🔧 LR: 0.010000 | AvgLoss: 0.5694 | Train Acc: 78.79%
[Epoch  385] 🔧 LR: 0.010000 | AvgLoss: 0.6064 | Train Acc: 79.70%
[Epoch  390] 🔧 LR: 0.010000 | AvgLoss: 0.6500 | Train Acc: 73.03%
[Epoch  395] 🔧 LR: 0.010000 | AvgLoss: 0.5207 | Train Acc: 81.21%
[Epoch  400] 🔧 LR: 0.001000 | AvgLoss: 0.6896 | Train Acc: 69.09%
[Epoch  405] 🔧 LR: 0.001000 | AvgLoss: 0.4461 | Train Acc: 83.64%
[Epoch  410] 🔧 LR: 0.001000 | AvgLoss: 0.4477 | Train Acc: 80.00%
[Epoch  415] 🔧 LR: 0.001000 | AvgLoss: 0.4009 | Train Acc: 86.97%
[Epoch  420] 🔧 LR: 0.001000 | AvgLoss: 0.4051 | Train Acc: 84.85%
[Epoch  425] 🔧 LR: 0.001000 | AvgLoss: 0.4099 | Train Acc: 83.64%
[Epoch  430] 🔧 LR: 0.001000 | AvgLoss: 0.4013 | Train Acc: 87.88%
[Epoch  435] 🔧 LR: 0.001000 | AvgLoss: 0.3560 | Train Acc: 86.36%
[Epoch  440] 🔧 LR: 0.001000 | AvgLoss: 0.4157 | Train Acc: 86.97%
[Epoch  445] 🔧 LR: 0.001000 | AvgLoss: 0.4029 | Train Acc: 84.85%
[Epoch  450] 🔧 LR: 0.001000 | AvgLoss: 0.4333 | Train Acc: 82.73%
[Epoch  455] 🔧 LR: 0.001000 | AvgLoss: 0.4564 | Train Acc: 81.82%
[Epoch  460] 🔧 LR: 0.001000 | AvgLoss: 0.3685 | Train Acc: 87.58%
[Epoch  465] 🔧 LR: 0.001000 | AvgLoss: 0.3944 | Train Acc: 83.33%
[Epoch  470] 🔧 LR: 0.001000 | AvgLoss: 0.4917 | Train Acc: 85.45%
[Epoch  475] 🔧 LR: 0.001000 | AvgLoss: 0.3772 | Train Acc: 85.15%
[Epoch  480] 🔧 LR: 0.001000 | AvgLoss: 0.3748 | Train Acc: 87.58%
[Epoch  485] 🔧 LR: 0.001000 | AvgLoss: 0.4048 | Train Acc: 83.94%
[Epoch  490] 🔧 LR: 0.001000 | AvgLoss: 0.4304 | Train Acc: 85.15%
[Epoch  495] 🔧 LR: 0.001000 | AvgLoss: 0.4205 | Train Acc: 84.55%
[Epoch  500] 🔧 LR: 0.001000 | AvgLoss: 0.3796 | Train Acc: 87.27%
[Epoch  505] 🔧 LR: 0.001000 | AvgLoss: 0.3431 | Train Acc: 86.36%
[Epoch  510] 🔧 LR: 0.001000 | AvgLoss: 0.3837 | Train Acc: 83.94%
[Epoch  515] 🔧 LR: 0.001000 | AvgLoss: 0.3481 | Train Acc: 84.85%
[Epoch  520] 🔧 LR: 0.001000 | AvgLoss: 0.3441 | Train Acc: 86.97%
[Epoch  525] 🔧 LR: 0.001000 | AvgLoss: 0.3593 | Train Acc: 89.09%
[Epoch  530] 🔧 LR: 0.001000 | AvgLoss: 0.3377 | Train Acc: 87.58%
[Epoch  535] 🔧 LR: 0.001000 | AvgLoss: 0.3575 | Train Acc: 88.79%
[Epoch  540] 🔧 LR: 0.001000 | AvgLoss: 0.3972 | Train Acc: 83.03%
